,Make,Model,Year of Manufacture,Color,Price,Location,Trim,Drivetrain,Engine Size,Number of Cylinders,Horse Power,Interior Color,Seats,Registered Car,Second Condition,Body,Exchange Possible,VIN Chassis number
850,Mercedes-Benz,GLC-Class,2016,White,40000000.0,Lagos,"GLC300 4Matic Sport Utility 4-Door (2.0L, 4cyl Turbo)",,2000cc,4,,Beige,,No,"Original parts, Unpainted, No faults",,No,
851,Lexus,RX 350,2011,Black,20000000.0,Lagos,,,,,,Black,,No,No faults,,,
852,Toyota,Highlander,2010,White,15000000.0,Lagos,Limited,Front Wheel,3500cc,6,274hp,Other,7,No,No faults,SUV,,
853,Lexus,RX,2008,Black,12850000.0,Lagos,350 AWD,All Wheel,3400cc,6,274hp,Other,5,No,"Unpainted, No faults",SUV,No,
854,Toyota,Camry,2009,Black,11200000.0,Kano,,,,,,,,,,,,
855,Mercedes-Benz,GLK-Class,2014,White,23500000.0,Lagos,,,,,,Brown,,,No faults,,,
856,Toyota,4-Runner,2011,Silver,22000000.0,Lagos,Limited 4WD,All Wheel,4000cc,6,270hp,Black,5,Yes,"No faults, Unpainted, First registration",SUV,,
857,Mercedes-Benz,GLK-Class,2010,Red,16800000.0,Lagos,350 4MATIC,All Wheel,3500cc,6,268hp,Black,5,No,"No faults, Unpainted, Original parts",SUV,,
858,Mercedes-Benz,GLK-Class,2013,White,22500000.0,Lagos,350 4MATIC,All Wheel,3500cc,6,302hp,Gray,5,No,No faults,SUV,,
859,Mercedes-Benz,GLK-Class,2010,Black,17500000.0,Lagos,350 4MATIC,All Wheel,3500cc,6,268hp,Other,5,No,"No faults, Original parts",SUV,,
860,Mercedes-Benz,GLC-Class,2017,White,38500000.0,Lagos,"GLC300 4Matic Sport Utility 4-Door (2.0L, 4cyl Turbo)",,2000cc,4,,Brown,,No,"Original parts, Unpainted, No faults",,No,
861,Mercedes-Benz,M Class,2014,Black,24500000.0,Lagos,ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A),All Wheel,3500cc,6,302hp,Beige,5,,"Original parts, Unpainted, No faults",SUV,,
862,Toyota,Camry,2016,Brown,16500000.0,Kano,,,,,,,,,,,,
863,Toyota,Sienna,2008,Red,9000000.0,Lagos,LE,Front Wheel,3500cc,6,270hp,Violet,8,,No faults,Minivan,,
864,Toyota,Corolla,2019,Blue,23500000.0,Lagos,SE (1.8L 4cyl 2A),,,,132hp,,,No,No faults,,,
865,Lexus,GX,2007,White,15500000.0,Lagos,,,,,,,,No,"No faults, Unpainted, Original parts",,,
866,Mercedes-Benz,GLC-Class,2017,White,42500000.0,Lagos,"GLC300 4Matic Sport Utility 4-Door (2.0L, 4cyl Turbo)",,2000cc,4,,Black,,,"No faults, Original parts",,,
867,Lexus,RX 350,2015,Gold,25000000.0,Lagos,,,,,,Brown,,No,"Original parts, Unpainted, No faults",,Yes,
868,Lexus,ES,2009,Silver,11800000.0,Lagos,350,Front,,6,,,5,,No faults,Sedan,,
869,Honda,Accord,2007,Silver,3100000.0,Kano,,,,,,,,,,,,
870,Hyundai,Sonata,2012,Silver,12500000.0,Lagos,Limited Sedan FWD (2.4L 4cyl 6A),Front Wheel,2400cc,4,,Gray,,No,No faults,Sedan,No,
871,Toyota,4-Runner,2005,Blue,6000000.0,Lagos,Limited V8,Rear Wheel,4700cc,8,270hp,Other,5,Yes,No faults,SUV,,
872,Lexus,RX,2008,Silver,13850000.0,Lagos,350 AWD,All Wheel,3400cc,6,274hp,Black,5,No,"Original parts, Unpainted, No faults",SUV,Yes,
873,Toyota,Highlander,2018,Gray,41550000.0,Lagos,Limited 4x2 V6 (3.5L 6cyl 8A),Front Wheel,3500cc,6,295hp,Other,7-8,No,"Original parts, Unpainted, No faults",SUV,,
874,Lexus,ES,2010,White,14000000.0,Lagos,350,Front,,6,,Beige,5,No,"No faults, Unpainted, Original parts",Sedan,No,
875,Lexus,GX,2016,Black,42000000.0,Lagos,460 Luxury,4x4,4600cc,8,301hp,Black,7,,No faults,SUV,,
876,Lexus,GX,2012,Black,32500000.0,Lagos,460 Premium,All Wheel,4600cc,8,305hp,Black,7,No,"Unpainted, No faults",SUV,No,
877,Lexus,RX 350,2018,White,57000000.0,Lagos,,,,,,Black,,No,"No faults, Unpainted, Original parts",,Yes,
878,Acura,MDX,2008,Black,7500000.0,Lagos,SUV 4dr AWD (3.7 6cyl 5A),,,6,,,7,No,No faults,SUV,,
879,Mercedes-Benz,GLK-Class,2013,White,19500000.0,Lagos,350 SUV,Rear Wheel,3500cc,6,302hp,Black,5,,No faults,SUV,Yes,
880,Mercedes-Benz,M Class,2014,Black,26500000.0,Lagos,,,,,,Black,,No,"Original parts, No faults",,,
881,Lexus,ES,2008,Black,12800000.0,Lagos,350,Front,,6,,Other,5,No,"No faults, Unpainted, Original parts",Sedan,No,
882,Mercedes-Benz,M Class,2013,Silver,26000000.0,Lagos,ML 350 4Matic,All Wheel,3500cc,6,302hp,Gray,5,No,No faults,SUV,,
883,Mercedes-Benz,M Class,2015,Black,25500000.0,Lagos,ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A),All Wheel,3500cc,6,302hp,,5,No,"No faults, Unpainted, Original parts",SUV,No,
884,Toyota,Sienna,2017,White,16500000.0,Kano,,,,,,,,,,,,
885,Mercedes-Benz,C300,2017,Black,32000000.0,Lagos,Base 4Matic Sedan AWD (2.0L 4cyl 7A),All Wheel,2000cc,4,241hp,Black,5,No,No faults,Sedan,,
886,Land Rover,Range Rover Velar,2018,Silver,74000000.0,Lagos,P380 SE R-Dynamic 4x4,,,,,White,,,No faults,,,
887,Lexus,GX,2016,Black,54500000.0,Lagos,460 Base,4x4,4600cc,8,301hp,Brown,7,No,No faults,SUV,,
888,Lexus,RX,2006,Black,14800000.0,Lagos,,,,,,Black,,No,"No faults, Unpainted",,,
889,Toyota,Highlander,2018,White,36000000.0,Lagos,,,,,,,,,No faults,,,
890,Mercedes-Benz,GLK-Class,2014,White,22000000.0,Lagos,350 4MATIC,All Wheel,3500cc,6,302hp,Black,5,No,No faults,SUV,,
891,Mercedes-Benz,GLK-Class,2015,White,21000000.0,Lagos,,,,,,,,,No faults,,,
892,Toyota,Venza,2012,Silver,20000000.0,Lagos,V6,Front Wheel,3500cc,6,273hp,Gray,5,No,No faults,Crossover,Yes,
893,Toyota,Hilux,2019,White,59500000.0,Lagos,SR5 4x4,,,,,,,No,No faults,,,
894,Mercedes-Benz,GLE-Class,2020,Black,88000000.0,Lagos,GLE 350 4MATIC,All Wheel,2000cc,4,255hp,Beige,5,No,No faults,SUV,No,4JGFB4KBXLA******
895,Lexus,GX,2012,Black,35500000.0,Lagos,460,All Wheel,4600cc,8,305hp,Other,7,No,"Original parts, Unpainted, No faults",SUV,No,
896,Lexus,ES,2009,White,12550000.0,Lagos,350,Front,,6,,White,5,,,Sedan,,
897,Mercedes-Benz,GLC-Class,2018,Blue,65000000.0,Lagos,,,,,,Black,,,"No faults, Unpainted",,,
898,Lexus,RX 350,2015,Brown,31000000.0,Lagos,,,,,,Brown,,No,No faults,,,
899,Mercedes-Benz,GLC-Class,2016,Blue,36500000.0,Lagos,"GLC300 4Matic Sport Utility 4-Door (2.0L, 4cyl Turbo)",,2000cc,4,,Other,,No,"No faults, Unpainted",,,
900,Lexus,RX,2017,Black,37500000.0,Lagos,350 F Sport AWD,All Wheel,3500cc,6,295hp,Red,5,,"Original parts, No faults",SUV,,
901,Hyundai,Sonata,2015,Burgundy,15499000.0,Abuja,Sport 4dr Sedan (2.4L 4cyl 6A),Front Wheel,2400cc,4,185hp,,,,,Sedan,,
902,Mercedes-Benz,M Class,2015,White,36500000.0,Lagos,ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A),All Wheel,3500cc,6,302hp,Black,5,No,"Original parts, Unpainted, No faults",SUV,No,
903,Lexus,ES,2008,Beige,12500000.0,Lagos,350,Front,,6,,Black,5,No,"No faults, Unpainted, Original parts",Sedan,,
904,Mercedes-Benz,C300,2015,Gray,27500000.0,Lagos,Luxury 4dr AWD 4Matic Sedan (2.0L 4cyl 7A),All Wheel,2000cc,4,241hp,Other,5,No,"Original parts, Unpainted, No faults",Sedan,No,
905,Mercedes-Benz,M Class,2013,Brown,28000000.0,Lagos,ML 350 4Matic,All Wheel,3500cc,6,302hp,Other,5,No,No faults,SUV,,
906,Mercedes-Benz,C300,2016,White,25000000.0,Lagos,Luxury 4Matic Sedan AWD (2.0L 4cyl 7A),All Wheel,2000cc,4,241hp,Beige,5,No,"No faults, Unpainted, Original parts",Sedan,,
907,Lexus,RX 350,2010,Red,24500000.0,Kano,,,,,,,,,No faults,,,
908,Mercedes-Benz,M Class,2014,Gray,24500000.0,Abuja,,,,,,,,,No faults,,,
909,Toyota,C-HR,2021,White,49000000.0,Lagos,Limited,Front Wheel,2000cc,4,144hp,White,5,No,No faults,SUV,,
910,Toyota,Tacoma,2018,Gray,39000000.0,Lagos,Limited,,3500cc,6,278hp,Gray,5,,No faults,Pickup,,
911,Lexus,RX,2012,Silver,25000000.0,Lagos,350 FWD,Front Wheel,3500cc,6,,Black,5,No,No faults,SUV,,
912,Mercedes-Benz,C300,2017,Black,23500000.0,Lagos,Luxury 4matic Sedan AWD (2.0L 4cyl 7A),All Wheel,2000cc,4,241hp,Gray,5,,No faults,Sedan,,
913,Mercedes-Benz,M Class,2013,Silver,28000000.0,Lagos,ML 350 4Matic,All Wheel,3500cc,6,302hp,Black,5,No,"Original parts, Unpainted, No faults",SUV,,
914,Lexus,RX,2015,Red,26500000.0,Lagos,350 AWD,All Wheel,3500cc,6,270hp,Red,5,No,"Unpainted, No faults",SUV,No,
915,Lexus,RX 350,2011,Gray,22000000.0,Lagos,,,,,,Gray,,No,No faults,,Yes,
916,Mercedes-Benz,GLK-Class,2014,Black,23000000.0,Abuja,350 4MATIC,All Wheel,3500cc,6,302hp,Other,5,No,"No faults, Unpainted, Original parts",SUV,,
917,Lexus,ES,2011,Black,13500000.0,Lagos,350,Front,,6,,Black,5,No,"No faults, Unpainted, Original parts",Sedan,No,
918,Toyota,Highlander,2017,Matt Black,42000000.0,Lagos,Limited 4x4 V6 (3.5L 6cyl 8A),All Wheel,3500cc,6,295hp,Beige,7-8,No,"Original parts, Unpainted, No faults",SUV,No,
919,Mercedes-Benz,M Class,2012,Black,25000000.0,Lagos,ML 350 4Matic,All Wheel,3500cc,6,302hp,Brown,5,No,No faults,SUV,,
920,Lexus,ES,2012,Silver,14500000.0,Lagos,350,Front,,6,,Black,5,No,"No faults, Unpainted, Original parts",Sedan,,
921,Mercedes-Benz,GLK-Class,2011,Black,16000000.0,Lagos,350 4MATIC,All Wheel,3500cc,6,268hp,Black,5,No,No faults,SUV,,
922,Toyota,Venza,2011,Black,20500000.0,Lagos,AWD,All Wheel,2700cc,4,185hp,Beige,5,No,No faults,Crossover,Yes,
923,Toyota,Venza,2013,Blue,18800000.0,Lagos,LE AWD,All Wheel,2700cc,4,181hp,Black,5,,,Crossover,,
924,Lexus,GX,2012,Black,27500000.0,Abuja,460,All Wheel,4600cc,8,305hp,Black,7,No,No faults,SUV,,
925,Mercedes-Benz,1422,2013,Black,29000000.0,Lagos,,,,,,,,No,"Original parts, Unpainted, No faults",,,
926,Toyota,Highlander,2018,Off white,35000000.0,Lagos,,,,,,Black,,No,"Unpainted, No faults",,,
927,Mercedes-Benz,M Class,2014,White,29000000.0,Lagos,,,,,,,,No,,,,
928,Lexus,ES,2008,Silver,12500000.0,Lagos,350,Front,,6,,Gray,5,No,,Sedan,No,
929,Toyota,Corolla,2017,Gray,16975000.0,Kano,,,,,,,,,,,,
930,Toyota,Camry,2020,Black,32500000.0,Lagos,SE FWD,Front Wheel,2500cc,4,203hp,Black,5,No,No faults,Sedan,,
931,Mercedes-Benz,C300,2015,White,27500000.0,Lagos,Sport 4dr AWD 4Matic Sedan (2.0L 4cyl 7A),All Wheel,2000cc,4,241hp,Black,5,No,No faults,Sedan,No,55SWF4KB2FU******
932,Mercedes-Benz,M Class,2014,Black,28500000.0,Lagos,ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A),All Wheel,3500cc,6,302hp,Black,5,No,No faults,SUV,,
933,Mercedes-Benz,GLC-Class,2016,Red,45000000.0,Lagos,"GLC300 Base Sport Utility 4-Door (2.0L, 4cyl Turbo)",,2000cc,4,,Other,,,"Original parts, No faults",,,
934,Lexus,ES,2012,Other,16500000.0,Lagos,350,Front,,6,,Black,5,No,"Original parts, Unpainted, No faults",Sedan,No,
935,Lexus,RX,2014,Gray,28700000.0,Lagos,350 AWD,All Wheel,3500cc,6,270hp,Other,5,,"No faults, Original parts",SUV,,
936,Mercedes-Benz,GLK-Class,2013,Red,23000000.0,Kano,,,,,,,,,,,,
937,Mercedes-Benz,GLE-Class,2017,Black,78000000.0,Lagos,AMG GLE 43 4MATIC,All Wheel,3000cc,6,362hp,Violet,5,No,No faults,SUV,No,
938,Mercedes-Benz,GLK-Class,2012,Black,20000000.0,Abuja,,,,,,Other,,No,No faults,,,
939,Mercedes-Benz,M Class,2015,Black,26550000.0,Lagos,ML350 4dr SUV (3.5L 6cyl 7A),All Wheel,3500cc,6,302hp,Black,5,,"No faults, Unpainted, Original parts",SUV,,
940,Lexus,ES,2008,Silver,14000000.0,Lagos,350,,,,,,,No,"Original parts, Unpainted, No faults",,,
941,Mercedes-Benz,GLK-Class,2015,Matt Black,28500000.0,Lagos,Base GLK 350 4dr 4x2 (3.5L 6cyl 7A),Rear Wheel,3500cc,6,302hp,Black,5,No,"Original parts, Unpainted, No faults",SUV,No,
942,Toyota,4-Runner,2008,Gold,14300000.0,Lagos,Limited,All Wheel,4000cc,6,260hp,,5,,"Unpainted, No faults",SUV,,
943,Mercedes-Benz,GLE-Class,2017,White,40000000.0,Lagos,,,,,,Brown,,No,No faults,,,
944,Toyota,Corolla,2015,Black,14500000.0,Kano,,,,,,,,,,,,
945,Mercedes-Benz,M Class,2013,White,25500000.0,Lagos,ML 350 4Matic,All Wheel,3500cc,6,302hp,,5,No,"No faults, Unpainted, Original parts",SUV,,
946,Toyota,Avalon,2015,Black,19500000.0,Lagos,XLE 4dr Sedan (3.5L 6cyl 6A),Front Wheel,3500cc,6,268hp,,5,No,,Sedan,,
947,Lexus,ES,2010,Red,13800000.0,Lagos,350,,,,,Beige,,No,"Original parts, Unpainted, No faults",,Yes,
948,Mercedes-Benz,GLK-Class,2011,Black,15500000.0,Lagos,350 4MATIC,All Wheel,3500cc,6,268hp,Black,5,No,"No faults, Unpainted, Original parts",SUV,,
949,Mercedes-Benz,GLK-Class,2012,Silver,18000000.0,Lagos,350 4MATIC,All Wheel,3500cc,6,268hp,,5,No,"No faults, Unpainted, Original parts",SUV,,
950,Lexus,LX,2014,Black,50000000.0,Lagos,570 AWD,All Wheel,5700cc,8,370hp,Other,8,No,No faults,SUV,No,
951,Lexus,RX,2013,Black,27500000.0,Lagos,350 AWD,All Wheel,3500cc,6,270hp,Other,5,,"Original parts, Unpainted, No faults",SUV,,
952,Toyota,Camry,2017,Black,17000000.0,Kano,,,,,,,,,,,,
953,Toyota,Highlander,2015,Blue,24000000.0,Lagos,LE Plus 4dr SUV AWD (3.5L 6cyl 6A),All Wheel,3500cc,6,270hp,Brown,8,No,No faults,SUV,,
954,Lexus,RX,2019,Silver,45500000.0,Lagos,350 AWD,All Wheel,3500cc,6,295hp,Gray,5,No,,SUV,No,
955,Mercedes-Benz,GLK-Class,2012,White,18000000.0,Lagos,350,Rear Wheel,3500cc,6,268hp,Brown,5,,,SUV,,
956,Toyota,Highlander,2019,Black,45500000.0,Lagos,XLE,,,,295hp,Black,,No,"No faults, Unpainted, Original parts",,,
957,Mercedes-Benz,GLK-Class,2015,White,22500000.0,Lagos,Base GLK 350 4dr AWD 4MATIC (3.5L 6cyl 7A),All Wheel,3500cc,6,302hp,Beige,5,No,"No faults, Unpainted, Original parts",SUV,,
958,Toyota,Tacoma,2014,Black,25000000.0,Lagos,,,,,,Other,,No,"No faults, Unpainted",,,
959,Lexus,ES,2011,Red,13500000.0,Lagos,350,Front,,6,,,5,No,No faults,Sedan,,
960,Lexus,RX 350,2012,White,22200000.0,Lagos,,,,,,Black,,No,No faults,,No,
961,Toyota,Sienna,2008,Silver,9800000.0,Lagos,LE AWD,All Wheel,3500cc,6,270hp,,7,No,"Unpainted, No faults",Minivan,,
962,Mercedes-Benz,GLE-Class,2020,White,100000000.0,Lagos,,,,,,Gray,,,,,,
963,Toyota,4-Runner,2008,Silver,15000000.0,Lagos,Limited V8,All Wheel,4700cc,8,260hp,Other,5,No,,SUV,,
964,Toyota,Highlander,2018,Burgundy,42000000.0,Lagos,XLE 4x4 V6 (3.5L 6cyl 8A),All Wheel,3500cc,6,295hp,Beige,7-8,No,"Original parts, Unpainted, No faults",SUV,No,
965,Lexus,RX 350,2010,Black,19300000.0,Lagos,,,,,,Other,,No,"No faults, Unpainted",,No,
966,Lexus,RX 350,2014,Silver,25500000.0,Lagos,,,,,,Black,,No,"No faults, Unpainted, Original parts",,,
967,Hyundai,Veloster,2012,Red,9500000.0,Lagos,Automatic,,,,,Black,,No,No faults,Hatchback,,
968,Lexus,ES,2008,White,9500000.0,Lagos,350,Front,,6,,Other,5,Yes,No faults,Sedan,Yes,
969,Land Rover,Range Rover Sport,2015,Black,40000000.0,Lagos,Supercharged 4dr SUV 4WD (5.0L 8cyl S/C 8A),All Wheel,5000cc,8,510hp,Black,5,No,No faults,SUV,,
970,Toyota,Tacoma,2018,Gray,39500000.0,Lagos,,,,,,Other,,No,"No faults, Unpainted",,,
971,Mercedes-Benz,GLK-Class,2010,Black,18000000.0,Lagos,350 4MATIC,All Wheel,3500cc,6,268hp,Black,5,No,"No faults, Unpainted, Original parts",SUV,,
972,Lexus,RX 350,2013,Black,26500000.0,Lagos,,,,,,Other,,No,"No faults, Unpainted",,No,
973,Mercedes-Benz,GLK-Class,2014,Red,21850000.0,Lagos,,,,,,Beige,,No,Unpainted,,,
974,Mercedes-Benz,GLE-Class,2017,White,89000000.0,Lagos,GLE 400 4MATIC,All Wheel,3000cc,6,328hp,Black,5,No,No faults,SUV,,
975,Toyota,Corolla,2006,Gold,4800000.0,Lagos,,,,,,Gray,,Yes,No faults,,No,
976,Toyota,Land Cruiser Prado,2018,Black,52000000.0,Lagos,,,,,,,,Yes,,,,
977,Mercedes-Benz,GLE-Class,2016,Gray,44600000.0,Abuja,GLE 350,,,,,Black,,No,No faults,,,4JGDA5JB1GA******
978,Lexus,RX,2016,Gray,52500000.0,Lagos,350 F Sport AWD,All Wheel,3500cc,6,295hp,Other,5,,No faults,SUV,,
979,Lexus,RX,2017,Gray,62000000.0,Lagos,350 F Sport AWD,All Wheel,3500cc,6,295hp,Black,5,No,"Original parts, Unpainted, No faults",SUV,No,
980,Lexus,RX 350,2013,White,24000000.0,Lagos,,,,,,Other,,No,No faults,,,
981,Lexus,ES,2012,Black,13000000.0,Lagos,350,Front,,6,,Black,5,No,"Unpainted, No faults",Sedan,No,
982,Lexus,GX,2016,Black,45000000.0,Lagos,,,,,,Black,,No,"Original parts, Unpainted, No faults",,No,
983,Lexus,IS,2008,Silver,9500000.0,Lagos,250,All Wheel,2500cc,6,207hp,Black,5,Yes,No faults,Sedan,Yes,
984,Buick,Enclave,2014,Burgundy,12900000.0,Abuja,,,,,,Beige,,No,,,,
985,Hyundai,Santa Fe,2014,White,17500000.0,Lagos,,,,,,Brown,,No,No faults,,,
986,Toyota,Highlander,2006,Black,5699999.0,Oyo,,,,,,,,,"First owner, First registration, Unpainted",,,
987,Lexus,GX,2016,Black,44500000.0,Lagos,460 Luxury,4x4,4600cc,8,301hp,Brown,7,No,"Unpainted, No faults",SUV,,
988,Lexus,GX,2007,Green,13800000.0,Lagos,470,All Wheel,4700cc,8,267hp,Other,7,No,"Unpainted, No faults",SUV,No,
989,Lexus,RX 350,2015,Gold,25500000.0,Lagos,,,,,,Beige,,No,"No faults, Unpainted",,No,
990,Lexus,RX 350,2018,Black,48000000.0,Lagos,,,,,,Beige,,No,,,Yes,
991,Honda,Accord,2019,Silver,28000000.0,Lagos,Sport (2.0L 4cyl Turbo 10A),Front Wheel,2000cc,4,252hp,Gray,5,No,No faults,Sedan,Yes,
992,Toyota,Highlander,2017,White,31000000.0,Lagos,XLE 4x4 V6 (3.5L 6cyl 8A),All Wheel,3500cc,6,295hp,Black,7-8,,,SUV,,
993,Mercedes-Benz,GLC-Class,2018,Black,43500000.0,Lagos,,,,,,Beige,,No,"Original parts, Wiring problems, No faults",,,
994,Toyota,4-Runner,2013,Gray,35000000.0,Lagos,,,,,,,,No,No faults,,,
995,Lexus,RX,2014,Silver,29800000.0,Lagos,350 F Sport AWD,All Wheel,3500cc,6,270hp,Black,5,No,"No faults, Unpainted, Original parts",SUV,,
996,Lexus,ES,2009,Black,13000000.0,Lagos,350,,,,,Brown,,No,"Original parts, Unpainted, No faults",Sedan,No,
997,Lexus,RX 350,2011,Black,20000000.0,Lagos,,,,,,Black,,No,"Original parts, Unpainted, No faults",,Yes,
998,Lexus,RX,2003,Blue,5000000.0,Lagos,300 4WD,All Wheel,3000cc,6,201hp,Beige,5,Yes,No faults,SUV,No,
999,Mercedes-Benz,GLK-Class,2015,Red,26000000.0,Lagos,Base GLK 350 4dr AWD 4MATIC (3.5L 6cyl 7A),All Wheel,3500cc,6,302hp,Other,5,No,"Original parts, Unpainted, No faults",SUV,,
1000,Toyota,Corolla,2014,Green,14000000.0,Lagos,LE Eco Premium 4dr Sedan (1.8L 4cyl CVT),Front,1800cc,4,140hp,Other,,,No faults,Sedan,No,5YFBPRHE5EP******
1001,Lexus,ES,2008,Black,12000000.0,Lagos,350,Front,,6,,Black,5,No,"No faults, Original parts",Sedan,Yes,
1002,Mercedes-Benz,GLK-Class,2011,Blue,18500000.0,Lagos,350 4MATIC,All Wheel,3500cc,6,268hp,Brown,5,No,No faults,SUV,,
1003,Mercedes-Benz,M Class,2015,Silver,28800000.0,Lagos,ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A),All Wheel,3500cc,6,302hp,Black,5,No,"Original parts, Unpainted, No faults",SUV,No,
1004,Mercedes-Benz,GLK-Class,2012,Red,18500000.0,Lagos,,,,,,Brown,,No,No faults,,,
1005,Mercedes-Benz,GLK-Class,2012,Gray,16000000.0,Lagos,350,,3500cc,6,268hp,,5,No,No faults,SUV,,
1006,Lexus,ES,2004,Brown,4850000.0,Lagos,330 Sedan,Front,,6,,Beige,5,Yes,No faults,Sedan,No,
1007,Mercedes-Benz,GLA 250,2016,White,28999999.0,Lagos,,,,,,Black,,No,,,,
1008,Toyota,Corolla,2010,Gray,10000000.0,Lagos,LE 4dr Sedan (1.8L 4cyl 4A),Front,1800cc,4,132hp,,5,No,"No faults, Unpainted, Original parts",Sedan,,
1009,Toyota,Sequoia,2015,Black,30000000.0,Lagos,Platinum 4dr SUV 4WD (5.7L 8cyl 6A),All Wheel,5700cc,8,381hp,Other,,No,No faults,SUV,,
1010,Lexus,RX,2017,White,58000000.0,Lagos,350 AWD,All Wheel,3500cc,6,295hp,Black,5,No,"Original parts, Unpainted, No faults",SUV,,
1011,Mercedes-Benz,C300,2016,White,29000000.0,Lagos,Luxury 4Matic Sedan AWD (2.0L 4cyl 7A),All Wheel,2000cc,4,241hp,Brown,5,No,No faults,Sedan,No,
1012,Toyota,4-Runner,2008,Black,14000000.0,Lagos,Limited,All Wheel,4000cc,6,260hp,,5,No,"No faults, Unpainted, Original parts",SUV,,
1013,Lexus,RX 350,2014,Blue,26000000.0,Lagos,,,,,,Other,,No,No faults,,,
1014,Toyota,C-HR,2019,Blue,35000000.0,Lagos,,,,,,Black,,No,No faults,,Yes,
1015,Lexus,RX 350,2013,Other,26500000.0,Lagos,,,,,,Other,,,No faults,,,
1016,Toyota,Highlander,2012,Black,23000000.0,Lagos,,,,,,Black,,,,,,
1017,Toyota,Tacoma,2013,Black,22000000.0,Lagos,,,,,,Other,,No,"No faults, Unpainted",,,
1018,Lexus,ES,2014,Red,23400000.0,Lagos,350 FWD,Front Wheel,3500cc,6,268hp,Black,5,,"No faults, Original parts",Sedan,,
1019,Mercedes-Benz,GLC-Class,2018,Black,52000000.0,Lagos,,,,,,Other,,No,No faults,,No,
1020,Lexus,RX 350,2010,Gray,20000000.0,Lagos,,,,,,Other,,No,"No faults, Unpainted",,No,
1021,Toyota,Tacoma,2018,Beige,37000000.0,Lagos,,,,,,Black,,,No faults,,,
1022,Toyota,Sienna,2012,Gray,10700000.0,Lagos,,,,,,Gray,,Yes,No faults,,No,
1023,Hyundai,Santa Fe,2014,Silver,18050000.0,Abuja,,,,,,,,No,"No faults, Unpainted, Original parts",,,
1024,Mercedes-Benz,GLK-Class,2013,White,22800000.0,Abuja,,,,,,Black,,No,No faults,,Yes,
1025,Toyota,Highlander,2016,Gray,26550000.0,Lagos,Limited Platinum V6 4x4 (3.5L 6cyl 6A),All Wheel,3500cc,6,270hp,,7,No,"No faults, Unpainted, Original parts",SUV,,
1026,Mercedes-Benz,GLC-Class,2018,Silver,46000000.0,Lagos,,,,,,Black,,No,,,Yes,
1027,Lexus,ES,2011,Silver,15000000.0,Lagos,350,Front,,6,,Black,5,,No faults,Sedan,,
1028,Lexus,LX,2008,Silver,13500000.0,Lagos,,,,,,Other,,No,"Unpainted, No faults",,No,
1029,Toyota,Camry,2004,Blue,3750000.0,Lagos,,,,,,Gray,,Yes,No faults,,No,
1030,Lexus,RX,2011,Blue,22800000.0,Lagos,350,,3500cc,6,279hp,Other,5,No,"No faults, Original parts",SUV,Yes,
1031,Toyota,Highlander,2015,Silver,30000000.0,Lagos,Limited 4dr SUV AWD (3.5L 6cyl 6A),All Wheel,3500cc,6,270hp,,7,No,Unpainted,SUV,,
1032,Lexus,RX,2011,Black,21000000.0,Lagos,350,Front Wheel,3500cc,6,279hp,Black,5,No,No faults,SUV,,
1033,Lexus,ES,2009,Gold,11000000.0,Lagos,350,Front,,6,,Gray,5,No,No faults,Sedan,,
1034,Lexus,ES,2008,Silver,12000000.0,Lagos,350,Front,,6,,Black,5,No,,Sedan,,
1035,Lexus,GX,2013,Gray,35550000.0,Lagos,460 Premium,,4600cc,8,,,7,No,"No faults, Unpainted, Original parts",SUV,,
1036,Lexus,GX,2017,Gray,59500000.0,Lagos,460 Base,4x4,4600cc,8,301hp,Other,7,No,No faults,SUV,,
1037,Toyota,Corolla,2016,White,13000000.0,Lagos,,,,,,Black,,Yes,No faults,,No,
1038,Toyota,4-Runner,2007,Silver,10000000.0,Lagos,Limited 4x4 V6,All Wheel,4000cc,6,260hp,Gray,5,,No faults,SUV,,
1039,Mercedes-Benz,E300,2017,Black,45900000.0,Lagos,4Matic AWD Sedan (2.0L 4cyl 9A),All Wheel,2000cc,4,,Black,,,"No faults, Unpainted, Original parts",Sedan,,
1040,Lexus,RX,2017,Red,43000000.0,Lagos,350 AWD,All Wheel,3500cc,6,295hp,Beige,5,,,SUV,,
1041,Lexus,GX,2014,Silver,52000000.0,Lagos,460 Luxury,4x4,4600cc,8,301hp,Other,7,,,SUV,,
1042,Toyota,Highlander,2004,Other,12000000.0,Lagos,Limited V6 4x4,All Wheel,3300cc,6,233hp,Other,7,,No faults,SUV,,
1043,Lexus,RX,2016,Blue,45000000.0,Lagos,350 FWD,Front Wheel,3500cc,6,295hp,Beige,5,No,No faults,SUV,,
1044,Lexus,RX 350,2015,Red,28000000.0,Lagos,,,,,,Brown,,No,"No faults, Unpainted, Original parts",,,
1045,Toyota,Corolla,2012,Red,7300000.0,Lagos,,,,,,Brown,,Yes,No faults,,No,
